"","Year","ID1","code","ASAL","AvgTemp_MarMay","SDTemp_MarMay","Cum_DD_MarMay","HeatWDays_MarMay","MaxTemp_MarMay","AvgTemp_MarAug","SDTemp_MarAug","Cum_DD_MarAug","HeatWDays_MarAug","MaxTemp_MarAug","AvgTemp_OctDec","SDTemp_OctDec","Cum_DD_OctDec","HeatWDays_OctDec","MaxTemp_OctDec","SeasRain_MarMay","Prec2Months_MarMay","PrecStDev_MarMay","PrecCoefVar_MarMay","DrySpell_MarMay","DrSpell10_MarMay","DrSpell20_MarMay","MaxRain_MarMay","SeasRain_MarAug","Prec2Months_MarAug","PrecStDev_MarAug","PrecCoefVar_MarAug","DrySpell_MarAug","DrSpell10_MarAug","DrSpell20_MarAug","MaxRain_MarAug","SeasRain_OctDec","Prec2Months_OctDec","PrecStDev_OctDec","PrecCoefVar_OctDec","DrySpell_OctDec","DrSpell10_OctDec","DrSpell20_OctDec","MaxRain_OctDec","DrySpell4_MAM","DrySpell4_MAMJJA","DrySpell4_OND","HeatWDays_Mar","HeatWDays_Apr","HeatWDays_May","HeatWDays_Jun","HeatWDays_Jul","HeatWDays_Aug","HeatWDays_Sep","HeatWDays_Oct","HeatWDays_Nov","HeatWDays_Dec","DrySpell10_Mar","DrySpell4_Mar","DrySpell10_Apr","DrySpell4_Apr","DrySpell10_May","DrySpell4_May","DrySpell10_Jun","DrySpell4_Jun","DrySpell10_Jul","DrySpell4_Jul","DrySpell10_Aug","DrySpell4_Aug","DrySpell10_Sep","DrySpell4_Sep","DrySpell10_Oct","DrySpell4_Oct","DrySpell10_Nov","DrySpell4_Nov","DrySpell10_Dec","DrySpell4_Dec","name","Admin1","county","Admin2","Area","Yield","MT","west1","AvgTemp_OctDec_L1","SDTemp_OctDec_L1","Cum_DD_OctDec_L1","HeatWDays_OctDec_L1","MaxTemp_OctDec_L1","SeasRain_OctDec_L1","Prec2Months_OctDec_L1","PrecStDev_OctDec_L1","PrecCoefVar_OctDec_L1","DrySpell_OctDec_L1","DrSpell10_OctDec_L1","DrSpell20_OctDec_L1","MaxRain_OctDec_L1","DrySpell4_OND_L1","HeatWDays_Sep_L1","HeatWDays_Oct_L1","HeatWDays_Nov_L1","HeatWDays_Dec_L1","DrySpell10_Sep_L1","DrySpell4_Sep_L1","DrySpell10_Oct_L1","DrySpell4_Oct_L1","DrySpell10_Nov_L1","DrySpell4_Nov_L1","DrySpell10_Dec_L1","DrySpell4_Dec_L1"
"47-2003","2003","47",51392,1,27.1,1.4,2277.9,2.2,33,26.3,1.3,4618.6,2.2,31.8,26.6,0.9,2440.9,2.3,32.8,200.8,143,5.4,2.5,19.4,2.9,0.6,26.9,280.6,143,4.4,3,33.6,5.1,2,28.9,37.8,17.6,1.7,4.5,40.5,2.8,1.9,11.8,5.5,10.5,4.2,1.3,0.7,0.1,0,0,0,0,0.8,0.8,0.8,1,2.3,1,1.3,0.9,1.7,0.8,2.4,1,2.2,1,2,1,1.4,1.2,1.6,1,1.7,1,2,"Turkana","Rift Valley","Turkana","Turkana",277.12,1.21,335.38,1,26.4,0.9,2423,0.8,32,69.3,24.8,2.7,3.8,39.9,2.3,1.7,17.1,3.8,0.1,0.2,0.2,0.4,1.3,1.5,1,1.3,1,2.4,0.7,2
"47-2004","2004","47",51392,1,27.3,1,2337.5,3.1,32.9,26.4,1.2,4687.9,3.1,31.7,26.4,0.8,2424.6,1.5,32,136,107.8,3.9,2.7,24.9,2.6,1.2,20.4,192.3,107.8,3.3,3.4,42.6,5.2,2.4,23.3,68.6,50.7,2.8,4,29.5,3.4,1.3,19.4,5.8,10.3,5.5,2.2,1.3,0,0,0,0,0.2,0.6,0.3,0.6,1.5,1.7,0.1,2.6,1,1.5,1,2.4,1.1,1.7,1.2,2.1,1,1,1.4,1.5,0.9,2.1,0.9,2.9,"Turkana","Rift Valley","Turkana","Turkana",1203,0.92,1110,1,26.6,0.9,2440.9,2.3,32.8,37.8,17.6,1.7,4.5,40.5,2.8,1.9,11.8,4.2,0,0.8,0.8,0.8,1,1.4,1.2,1.6,1,1.7,1,2
"47-2005","2005","47",51392,1,27.7,1.2,2162,2.2,32.9,26.6,1.5,4500.1,2.2,31.9,27.1,0.5,2488.2,1.5,32.3,157.4,68.8,4.4,2.7,21.2,2.8,0.5,23.2,225,68.8,3.7,3.2,31,5.3,1.7,27.2,21,16.2,1,4.9,51.7,2.3,1.8,7.2,6,11.9,3.5,1.7,0.5,0.4,0,0,0,0,0.6,0.4,0.5,1,2.3,0.9,2.2,0.6,2,1,2.2,0.7,2.6,1,2,0.9,2.1,0.9,1.7,1,1.3,1.2,1.4,"Turkana","Rift Valley","Turkana","Turkana",2827,1.43,4044,1,26.4,0.8,2424.6,1.5,32,68.6,50.7,2.8,4,29.5,3.4,1.3,19.4,5.5,0.2,0.6,0.3,0.6,1,1,1.4,1.5,0.9,2.1,0.9,2.9
"47-2006","2006","47",51392,1,27.3,0.8,2397.3,2.6,32.9,26.6,1.1,4777.3,2.6,31.2,26.4,0.7,2430.6,1.4,32.3,133.3,106.4,4.1,3,20.1,2.5,0.4,26.1,215.6,106.4,3.8,3.4,40.7,5.3,2,29.6,134.3,82.8,4.3,3.4,30.5,2.7,1.7,27.4,6.9,11.5,4.1,1.3,1,0.5,0,0,0,0,0.3,0.2,1,0.8,2.6,0.8,2.5,0.9,2.1,1,1.8,0.9,2.6,1,1.7,1.1,1.5,1,1.5,1,1.4,0.9,2,"Turkana","Rift Valley","Turkana","Turkana",2590,1.25,3227,1,27.1,0.5,2488.2,1.5,32.3,21,16.2,1,4.9,51.7,2.3,1.8,7.2,3.5,0,0.6,0.4,0.5,0.9,2.1,0.9,1.7,1,1.3,1.2,1.4
"47-2007","2007","47",51392,1,27.4,0.7,2402.2,1.6,32.5,26.3,1.3,4722.2,1.6,31.7,26.7,0.5,2458.8,0.7,31,167.5,117.6,5,2.8,26,2.9,1.4,29.5,371.6,117.6,5.4,2.9,30.1,6,2.6,34.5,34.2,21,1.7,4.9,36.5,3.1,2.5,12.5,5.3,10.2,3.7,1.3,0.2,0.1,0,0,0,0.8,0.5,0,0.2,1.5,2.7,1.2,2.1,1.1,2.2,0.4,2.2,1,1,1.7,1.9,0.9,1.8,1,1.5,1,1.4,1,2.1,"Turkana","Rift Valley","Turkana","Turkana",2200,1.74,3825,1,26.4,0.7,2430.6,1.4,32.3,134.3,82.8,4.3,3.4,30.5,2.7,1.7,27.4,4.1,0,0.3,0.2,1,1.1,1.5,1,1.5,1,1.4,0.9,2
"47-2008","2008","47",51392,1,26.8,1,2367,3,33.6,26.1,1,4715.8,3,32.1,26.5,0.9,2427.4,1.5,32.7,90.4,80.9,3,3.1,25.6,3.2,0.9,17.3,149.2,80.9,2.7,3.6,36.1,6,2,21.9,52.2,46.1,1.7,3.6,38.7,2.8,1.8,10.8,6,11.5,3.9,1.9,1.7,0.3,0,0,0,0,0.1,0.4,1,1.1,1.9,0.6,2.8,1.4,2.3,0.9,2.2,1.4,2.5,1,2,1.2,1.7,0.9,1.8,1,1.2,1.1,1.5,"Turkana","Rift Valley","Turkana","Turkana",1819.42,1.38,2508.28,1,26.7,0.5,2458.8,0.7,31,34.2,21,1.7,4.9,36.5,3.1,2.5,12.5,3.7,0.8,0.5,0,0.2,0.9,1.8,1,1.5,1,1.4,1,2.1
"47-2009","2009","47",51392,1,27.9,1,2170,3,32.7,27.2,1.2,4597.3,3,31.6,27.1,0.7,2466,0.8,31.9,106.5,67,3.5,3.1,24.9,2.9,0.8,19.4,150.1,67,2.9,3.8,42.6,5.3,2.4,23.2,86.4,28,3.4,3.9,33.5,3.6,1,26,6.4,10.4,5.2,1.2,1.6,0.2,0,0,0,0,0.2,0.4,0.3,1.2,1.9,0.8,2.5,1,2.1,1,1.1,1.1,2.4,1.2,2,1.4,1.5,0.8,1.9,1.3,1.5,1.4,2,"Turkana","Rift Valley","Turkana","Turkana",1234,0.9,1107,1,26.5,0.9,2427.4,1.5,32.7,52.2,46.1,1.7,3.6,38.7,2.8,1.8,10.8,3.9,0,0.1,0.4,1,1.2,1.7,0.9,1.8,1,1.2,1.1,1.5
"47-2010","2010","47",51392,1,27.8,0.6,2336.5,2.5,33,26.8,1.3,4707.9,2.8,32,27,0.7,2465,2.3,33.1,208,147.3,4.9,2.2,15.9,2.7,0.1,25.7,270.9,147.3,4,2.9,37.8,5.8,1.9,27.6,29.5,19.2,1.3,4.9,45.9,2.7,1.4,10.3,6,10,4.6,0.9,1,0.5,0.3,0,0,0.1,0.8,1,0.8,1,1.4,1,2.7,0.4,2.3,1.3,1.9,1,1.8,1,1.9,1,1.7,1,2.2,1,1.7,1,2.2,"Turkana","Rift Valley","Turkana","Turkana",1020,1.76,1791.45,1,27.1,0.7,2466,0.8,31.9,86.4,28,3.4,3.9,33.5,3.6,1,26,5.2,0,0.2,0.4,0.3,1.4,1.5,0.8,1.9,1.3,1.5,1.4,2
"47-2011","2011","47",51392,1,28,1,2108,4.3,34.6,27,1.3,4501.9,5,33.3,26,1,2371.6,1.9,31.7,99.3,78.2,4.5,4.3,33.6,3,1.5,34.1,209.9,78.2,4.2,4.1,36.3,6.9,2,36.7,138,116.6,3.9,2.9,26.6,3.1,0.9,23.2,5.1,10.7,4.6,2.1,1.6,0.9,0.3,0.3,0.1,0.5,0.9,0.1,0.8,1.7,2.2,1.2,1.2,1,2,1.4,2,0.9,2.8,1.3,2.4,1,1.4,0.9,1.7,0.8,1.1,1.5,1.6,"Turkana","Rift Valley","Turkana","Turkana",1880,1.24,2330.1,1,27,0.7,2465,2.3,33.1,29.5,19.2,1.3,4.9,45.9,2.7,1.4,10.3,4.6,0.1,0.8,1,0.8,1,1.7,1,2.2,1,1.7,1,2.2
"47-2012","2012","47",51392,1,27.4,1,2240.2,3.3,33.5,26.6,1.2,4611.3,3.5,32.4,26.7,0.6,2453.5,2.4,32.4,202.1,117.9,5,2.3,24.4,1.8,1.2,27.6,316.8,117.9,4.5,2.8,32.1,4.7,1.9,29.8,101.3,52.1,3.7,3.7,35.7,2,1.2,25.2,4.7,10.5,5.4,1.3,1.6,0.4,0.2,0,0,0.3,0.4,0.7,1.3,1,1.2,0.4,1.4,0.4,1.8,1,2.3,0.8,2.4,0.6,2.9,1,1.7,1,1.7,1,2.3,0.8,2.5,"Turkana","Rift Valley","Turkana","Turkana",2252,1.59,3587.44,1,26,1,2371.6,1.9,31.7,138,116.6,3.9,2.9,26.6,3.1,0.9,23.2,4.6,0.5,0.9,0.1,0.8,1,1.4,0.9,1.7,0.8,1.1,1.5,1.6
"47-2013","2013","47",51392,1,27.3,1.2,2236.8,2.7,33.2,26.4,1.3,4593.1,2.8,32.2,26.9,0.7,2440.2,1.8,32.5,193.5,158.3,4.8,2.4,22.7,2.1,0.9,27.1,269.6,158.3,4,2.9,35,4.7,2.1,28.4,55.6,39.7,2.2,3.8,35.3,3.1,1.1,14.7,4.7,9.5,4.9,1.7,0.7,0.3,0,0,0.1,0.9,0.4,0.3,1.2,0.9,2.2,0.2,1.2,1,1.2,1.7,2.2,0.6,2.8,1.4,2,1.1,1.5,0.9,1.6,1,2,1.3,2.8,"Turkana","Rift Valley","Turkana","Turkana",1626,1.9,3087.77,1,26.7,0.6,2453.5,2.4,32.4,101.3,52.1,3.7,3.7,35.7,2,1.2,25.2,5.4,0.3,0.4,0.7,1.3,1,1.7,1,1.7,1,2.3,0.8,2.5
"47-2014","2014","47",51392,1,27.4,0.9,2374.4,3.6,33.7,26.8,1,4785.9,3.8,32.6,27,0.6,2477.2,2.2,32.8,96.9,78.7,3.4,3.4,28.7,3,1.1,21,176.1,78.7,3.6,4,41.5,5.7,2.3,29.2,61.6,45.5,2.4,4,37.7,2.5,1.3,16.3,6,10.6,4.6,2,1.7,0.5,0.2,0,0,0.1,0.7,0.6,0.9,1.1,2.5,1,2.3,0.9,2.4,0.8,2.6,0.9,2.6,1,1.8,1,1.1,1,1.8,1,1.5,1.1,2.2,"Turkana","Rift Valley","Turkana","Turkana",1310,1.67,2192.94,1,26.9,0.7,2440.2,1.8,32.5,55.6,39.7,2.2,3.8,35.3,3.1,1.1,14.7,4.9,0.9,0.4,0.3,1.2,1.1,1.5,0.9,1.6,1,2,1.3,2.8
"48-1981","1981","48",51393,0,19.1,1,1754.3,0,25.9,18.4,1,3394,0,24.7,19,0.6,1752.4,0,24.8,560.1,455.5,8.4,1.4,7,0,0,41.3,989.4,455.5,7.2,1.3,9.9,0.9,0,41.3,118.6,89.9,3.3,2.6,19.2,3.2,0.8,16,5,7.6,6.8,0,0,0,0,0,0,0,0,0,0,0,1.8,0,1.1,0,2.2,0.9,1.8,0,0,0,0.8,0,1.7,0.5,3.5,0.8,2.1,1.4,2.4,"Uasin Gishu","Rift Valley","Uasin Gishu","Uasin Gishu",43816,3.15,138015,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48-1982","1982","48",51393,0,19.7,1.1,1812.6,0,25.8,18.9,1.2,3470.3,0,24.9,18.3,0.6,1682.2,0,25.5,490.3,269.6,8.6,1.6,17.8,1,0.5,39.5,831.4,269.6,7.7,1.7,18.3,2.5,0.5,40.4,346.1,280.9,7.8,2.1,13.9,2.1,0,35,5.3,10.6,5.7,0,0,0,0,0,0,0,0,0,0,1,2.2,0,1.8,0,0.9,0.9,1.2,0.5,1.8,0,1.4,0,2.1,0.5,2.1,0.6,1.2,1,2.1,"Uasin Gishu","Rift Valley","Uasin Gishu","Uasin Gishu",46648,2.88,134347,1,19,0.6,1752.4,0,24.8,118.6,89.9,3.3,2.6,19.2,3.2,0.8,16,6.8,0,0,0,0,0,1.7,0.5,3.5,0.8,2.1,1.4,2.4
"48-1983","1983","48",51393,0,20.3,1,1870.2,0,26.3,19.2,1.4,3538.4,0,25.3,18.5,0.5,1702.6,0,25.1,317.5,173.6,8,2.3,15.2,1.5,0.2,41,807.2,173.6,7.7,1.8,15.5,2.3,0.3,45.5,237.4,195.4,6.5,2.5,25,1.3,0.7,37.8,5.8,9.8,6,0,0,0,0,0,0,0,0,0,0,0.6,3.4,0.8,1.9,0,1.3,0.7,1.9,0,1.7,0,0,0,2.4,0,1.7,0.7,2.8,1,1.8,"Uasin Gishu","Rift Valley","Uasin Gishu","Uasin Gishu",47144,3.86,181913,1,18.3,0.6,1682.2,0,25.5,346.1,280.9,7.8,2.1,13.9,2.1,0,35,5.7,0,0,0,0,0,2.1,0.5,2.1,0.6,1.2,1,2.1
"48-1984","1984","48",51393,0,20.1,0.8,1850.5,0,25.4,19.1,1.3,3506.1,0,24.4,18.5,0.6,1699.3,0,24.7,175.3,129.1,5.6,3,19.2,3,0.3,35.1,504.3,129.1,5.9,2.2,19.2,3.4,0.3,40.5,186.4,143.9,5.5,2.7,20.2,1.9,1,32.7,6.7,12.7,6.5,0,0,0,0,0,0,0,0,0,0,1.3,1.8,0,2.6,1.6,2.1,0,1.8,0,2.3,0,1.3,0.5,2.3,0.5,3,0,2.3,1,1.6,"Uasin Gishu","Rift Valley","Uasin Gishu","Uasin Gishu",39600,0.9,35640,1,18.5,0.5,1702.6,0,25.1,237.4,195.4,6.5,2.5,25,1.3,0.7,37.8,6,0,0,0,0,0,2.4,0,1.7,0.7,2.8,1,1.8
"48-1985","1985","48",51393,0,19.2,1.1,1764.3,0,25.8,18.4,1.2,3382.4,0,24.5,18.9,0.7,1741.2,0,24.8,577.9,381,8.6,1.4,13.8,1.1,0,37.1,949,381,8.4,1.6,17.3,3.2,0.5,42.7,147,131.1,3.7,2.4,16.4,2.3,0.3,20,2.8,7.3,7.9,0,0,0,0,0,0,0,0,0,0,1,1.4,0,0.5,0.1,0.7,0.9,2.4,0.1,1.6,0.5,1.4,0.1,2.4,0.3,2.7,0,2.9,1.4,2.6,"Uasin Gishu","Rift Valley","Uasin Gishu","Uasin Gishu",62800,2.7,169560,1,18.5,0.6,1699.3,0,24.7,186.4,143.9,5.5,2.7,20.2,1.9,1,32.7,6.5,0,0,0,0,0.5,2.3,0.5,3,0,2.3,1,1.6
"48-1986","1986","48",51393,0,19.5,1,1791.6,0,25.7,18.6,1.2,3428.5,0,24.6,19.3,0.8,1771.1,0,25.4,405.8,283.8,6.4,1.5,10.8,0.4,0,24.1,715.3,283.8,6.6,1.7,10.9,0.9,0,33,122.3,93,3.3,2.5,13.4,3.1,0,16.6,4.4,12.1,8.3,0,0,0,0,0,0,0,0,0,0,0.2,2,0,0.7,0.1,1.4,0.1,2.8,0.2,2.2,0.2,1.9,0.9,2.1,0.8,2.4,0.8,2.7,1.2,3.4,"Uasin Gishu","Rift Valley","Uasin Gishu","Uasin Gishu",61030,3.15,192240,1,18.9,0.7,1741.2,0,24.8,147,131.1,3.7,2.4,16.4,2.3,0.3,20,7.9,0,0,0,0,0.1,2.4,0.3,2.7,0,2.9,1.4,2.6
"48-1987","1987","48",51393,0,20.2,1.1,1861.7,0,26.2,19.3,1.3,3542.8,0,25,19.7,0.7,1811,0,25.5,417.5,230.1,7.2,1.6,13.1,1.2,0,33.8,746,230.1,6.6,1.6,15.8,3.2,0,35.9,213,188.2,6.2,2.7,23.4,2.2,1,36.1,3.7,7.9,6.8,0,0,0,0,0,0,0,0,0,0,0.5,2,0.3,2.6,0,0,0.4,1.2,0.7,1.9,0.5,1.3,1.1,1.4,0.3,2.9,0.7,2.5,1,1.2,"Uasin Gishu","Rift Valley","Uasin Gishu","Uasin Gishu",59870,3.33,199367,1,19.3,0.8,1771.1,0,25.4,122.3,93,3.3,2.5,13.4,3.1,0,16.6,8.3,0,0,0,0,0.9,2.1,0.8,2.4,0.8,2.7,1.2,3.4
"48-1988","1988","48",51393,0,19.8,1.1,1822.4,0,26.1,18.9,1.3,3468.6,0,25.1,18.6,0.5,1707.4,0,24.8,436.8,335.6,7.3,1.5,12.2,1.5,0,41.4,886.8,335.6,7.2,1.5,17.5,2.5,0.2,42,170.3,144.9,4.4,2.4,24.2,1.7,0.6,21.4,4.3,7.3,6.3,0,0,0,0,0,0,0,0,0,0,0.6,2.1,0,1.1,0.9,2,1,2,0,1.4,0,0.3,0.2,0.8,0.2,2.5,0.4,2.8,1.1,2.1,"Uasin Gishu","Rift Valley","Uasin Gishu","Uasin Gishu",59830,3.6,215388,1,19.7,0.7,1811,0,25.5,213,188.2,6.2,2.7,23.4,2.2,1,36.1,6.8,0,0,0,0,1.1,1.4,0.3,2.9,0.7,2.5,1,1.2
"48-1989","1989","48",51393,0,18.9,0.9,1741.2,0,25.2,18.3,1,3364.2,0,24.3,18.7,0.5,1722,0,25.5,428.9,294.5,7.7,1.7,10.3,1.3,0,34.9,823.4,294.5,7.9,1.8,13.7,3,0,42.2,251.9,159.2,6.2,2.3,18.2,2.3,0.4,35.1,6.4,11.3,5.5,0,0,0,0,0,0,0,0,0,0,0.1,2.2,0.9,2,0.3,2.2,0.4,3.1,0,1.5,0.1,1.6,0.5,2,0.8,3,0.9,1.3,0.9,2,"Uasin Gishu","Rift Valley","Uasin Gishu","Uasin Gishu",61238,4.05,248014,1,18.6,0.5,1707.4,0,24.8,170.3,144.9,4.4,2.4,24.2,1.7,0.6,21.4,6.3,0,0,0,0,0.2,0.8,0.2,2.5,0.4,2.8,1.1,2.1
"48-1990","1990","48",51393,0,19,0.7,1746.5,0,24.7,18.5,0.8,3396.3,0,24.3,18.7,0.6,1724.6,0,25.2,448,324.8,8.1,1.7,11.1,0.8,0,40.7,745.1,324.8,7.6,1.9,13.3,2.8,0,47.5,167.4,114.7,6.4,3.5,19.2,3.4,1.1,39.3,4.8,11.2,7.4,0,0,0,0,0,0,0,0,0,0,0,1.1,0,1.4,0.5,2.7,0.8,2.1,0.3,2.2,0,2.4,1,2.1,0.9,2.8,0.9,1.3,1.1,2.6,"Uasin Gishu","Rift Valley","Uasin Gishu","Uasin Gishu",59886,2.97,177861,1,18.7,0.5,1722,0,25.5,251.9,159.2,6.2,2.3,18.2,2.3,0.4,35.1,5.5,0,0,0,0,0.5,2,0.8,3,0.9,1.3,0.9,2
"48-1991","1991","48",51393,0,19.6,0.8,1805.8,0,25.9,18.8,1.1,3456.6,0,24.7,18.5,0.7,1705.4,0,24.9,345.3,205.9,6.4,1.7,11.7,1.8,0,27.9,835.8,205.9,8.1,1.8,12.9,2.4,0,53.1,169.6,138.7,4.5,2.4,16.4,2.4,0,23.7,5.3,10.3,6.7,0,0,0,0,0,0,0,0,0,0,1.3,2.2,0.5,1.9,0,1.2,0.2,1.3,0.4,2.5,0,1,0.6,1.6,0.2,2.7,1,2.2,1.1,2.2,"Uasin Gishu","Rift Valley","Uasin Gishu","Uasin Gishu",55000,2.25,123750,1,18.7,0.6,1724.6,0,25.2,167.4,114.7,6.4,3.5,19.2,3.4,1.1,39.3,7.4,0,0,0,0,1,2.1,0.9,2.8,0.9,1.3,1.1,2.6
"48-1992","1992","48",51393,0,20.1,1.2,1847.2,0,26.6,18.9,1.5,3479.6,0,25,18.7,0.4,1719.1,0,24.6,311.4,223.2,7.7,2.3,17.5,2.7,0.1,42,772.7,223.2,7.8,1.9,18.9,3.2,0.3,44.5,218.9,178.6,4.6,1.9,12.7,1,0,23,5.9,8.7,7,0,0,0,0,0,0,0,0,0,0,1.4,2.5,0.8,1.1,0.5,2.3,0.1,2,0,0.8,0,0.7,1,1.2,0,2,0.8,2.2,0.2,2.9,"Uasin Gishu",NA,NA,NA,NA,NA,NA,NA,18.5,0.7,1705.4,0,24.9,169.6,138.7,4.5,2.4,16.4,2.4,0,23.7,6.7,0,0,0,0,0.6,1.6,0.2,2.7,1,2.2,1.1,2.2
"48-1993","1993","48",51393,0,19.4,0.7,1789.3,0,26,18.7,0.9,3448.1,0,24.9,19.4,0.5,1786.4,0,26,298.4,111.7,5.9,1.8,18.7,2.1,0.4,26.8,634.5,111.7,6.5,1.9,22.2,3.1,0.6,36.1,123.8,100.8,3.7,2.8,21.2,1.7,0.9,21,4.2,9.7,6.1,0,0,0,0,0,0,0,0,0,0,1.1,2.8,1,1.3,0,1,0.8,1.5,0.2,1.5,0.2,2.9,0.1,1.8,0.2,2.3,1,1.2,0.4,3,"Uasin Gishu","Rift Valley","Uasin Gishu","Uasin Gishu",55640,1.53,84853.8,1,18.7,0.4,1719.1,0,24.6,218.9,178.6,4.6,1.9,12.7,1,0,23,7,0,0,0,0,1,1.2,0,2,0.8,2.2,0.2,2.9
"48-1994","1994","48",51393,0,19.7,0.8,1808.7,0,25.8,18.8,1.1,3456,0,24.6,18.8,0.5,1727.4,0,24.8,504.1,296.3,9.9,1.8,14.2,1.2,0.3,49.3,1005.4,296.3,9.2,1.7,14.2,1.3,0.3,52.1,248.2,226.5,6.2,2.3,20.3,1.8,0.7,33.1,5.1,10.1,6.2,0,0,0,0,0,0,0,0,0,0,0.5,2.8,0.4,1.1,0,1.6,0,1.8,0,1.3,0,2,0.9,1.8,0.9,2.1,0,2,0.8,2,"Uasin Gishu",NA,NA,NA,NA,NA,NA,NA,19.4,0.5,1786.4,0,26,123.8,100.8,3.7,2.8,21.2,1.7,0.9,21,6.1,0,0,0,0,0.1,1.8,0.2,2.3,1,1.2,0.4,3
"48-1995","1995","48",51393,0,19.7,0.6,1809.3,0,25.9,19,0.9,3492.2,0,25,18.7,0.5,1723.6,0,24.9,372.2,275.9,8,2,15,1.7,0.2,36.6,732.9,275.9,7.7,1.9,16.1,2.3,0.4,42.7,240.8,205.3,6.5,2.4,17.6,2.4,0.3,38.8,5.9,12.3,6.5,0,0,0,0,0,0,0,0,0,0,0.3,2,0,1.8,0.8,2.5,0,1.8,0.4,1.3,0.3,3,0.8,1.3,0.4,2.5,0,2.3,2,2.2,"Uasin Gishu","Rift Valley","Uasin Gishu","Uasin Gishu",54600,3.15,171990,1,18.8,0.5,1727.4,0,24.8,248.2,226.5,6.2,2.3,20.3,1.8,0.7,33.1,6.2,0,0,0,0,0.9,1.8,0.9,2.1,0,2,0.8,2
"48-1996","1996","48",51393,0,19.7,0.7,1809.7,0,25.8,18.7,1.1,3447.8,0,24.4,19.1,0.7,1758.7,0,25.3,370.6,254.8,8.1,2,10.9,0.9,0,38.3,879,254.8,8.1,1.7,14.1,2,0,40.1,185.2,167.1,4.5,2.2,14.7,1.6,0.1,23.5,7.9,11.5,7.7,0,0,0,0,0,0,0,0,0,0,0.4,2.4,0.1,2.7,0.2,2.8,0.7,1.4,0.1,1.7,0.1,1.3,0.2,2,0.5,2.3,0,2.7,0.9,3,"Uasin Gishu",NA,NA,NA,NA,NA,NA,NA,18.7,0.5,1723.6,0,24.9,240.8,205.3,6.5,2.4,17.6,2.4,0.3,38.8,6.5,0,0,0,0,0.8,1.3,0.4,2.5,0,2.3,2,2.2
"48-1997","1997","48",51393,0,19.6,1.5,1803.1,0,25.9,19.1,1.3,3507.2,0,25,18.8,0.6,1732.5,0,24.2,470.7,403.1,7.9,1.5,16.7,1.5,0.2,33,873.9,403.1,8.2,1.7,20.1,3.8,0.4,42.2,423.8,338.7,7.9,1.7,14.8,1.6,0,33.6,5.3,10.1,6,0,0,0,0,0,0,0,0,0,0,1,1.9,0,0.8,0.5,2.6,0.5,2.2,0.7,2,0.9,1.3,0.3,2.9,0.4,2.3,0,1.2,1,2.5,"Uasin Gishu","Rift Valley","Uasin Gishu","Uasin Gishu",52500,1.94,101812.5,1,19.1,0.7,1758.7,0,25.3,185.2,167.1,4.5,2.2,14.7,1.6,0.1,23.5,7.7,0,0,0,0,0.2,2,0.5,2.3,0,2.7,0.9,3
"48-1998","1998","48",51393,0,20.3,0.7,1871.9,0,26.5,19.3,1.3,3549.5,0,25.1,19.1,0.4,1760.6,0,25.8,319.1,158.2,6.4,1.9,14.9,2,0.2,30.8,777.6,158.2,7.6,1.8,15.7,3.2,0.2,41.4,214.6,201.3,6.6,2.8,29.7,1.6,0.7,42.2,6.6,11.2,5.7,0,0,0,0,0,0,0,0,0,0,1,2.8,0,3.4,0.1,1.3,0.8,1.2,0,1.1,0,1.9,0.1,2.4,0,1.7,0.9,2.3,1.3,2.4,"Uasin Gishu","Rift Valley","Uasin Gishu","Uasin Gishu",53700,3.42,183654,1,18.8,0.6,1732.5,0,24.2,423.8,338.7,7.9,1.7,14.8,1.6,0,33.6,6,0,0,0,0,0.3,2.9,0.4,2.3,0,1.2,1,2.5
"48-1999","1999","48",51393,0,19.4,0.8,1781.9,0,25.4,18.7,0.9,3443.7,0,24.6,18.7,0.6,1721.1,0,24.6,387.4,312.3,6.1,1.5,11.5,0.9,0,25.2,752.6,312.3,6.9,1.7,14.8,2.5,0.2,38.2,260.1,210.2,7.1,2.5,18.7,1.8,0.1,41.5,5.4,10.8,6.7,0,0,0,0,0,0,0,0,0,0,0.5,1.4,0,1.6,0.4,2.4,0.4,3.2,0.2,1.3,0.4,1.8,0.1,2.9,0.3,1.7,0.2,3.3,1.3,1.9,"Uasin Gishu","Rift Valley","Uasin Gishu","Uasin Gishu",61300,2.7,165510,1,19.1,0.4,1760.6,0,25.8,214.6,201.3,6.6,2.8,29.7,1.6,0.7,42.2,5.7,0,0,0,0,0.1,2.4,0,1.7,0.9,2.3,1.3,2.4
